http://habrahabr.ru/company/infopulse/blog/274611/,2016-01-11,qc-enior,Использование apply, sapply, lapply в R,      Это вводная статья об использовании apply sapply и lapply она лучше всего подходит для людей которые недавно работают с R или незнакомы с этими функциями. Я приведу несколько примеров использования функций семейства apply поскольку они часто применяются при работе в R.Я сравнивал эти три метода на наборе данных. Была сгенерирована выборка и они к ней применялись. Хотелось посмотреть чем отличаются результаты их применения.Также использовался тестовый стенд который возвращал матрицу. В ней 
http://habrahabr.ru/company/ibm/blog/274807/,2016-01-11,marks,Высокоскоростной протокол передачи файлов – Aspera FASP,      В настоящее время в век популярности Интернет и разнообразного контента в том числе медийного размер которого в HD-качестве может занимать несколько Гигабайт наиболее остро встала проблема скоростной передачи файлов по сети. В качестве примера можно рассмотреть работу новостной телестудии где репортер находясь на другом континенте должен быстро передать снятый в высоком качестве репортаж в центральную студию для обработки и запуска в эфир. Понятно что здесь скорость передачи играет ключеву
http://habrahabr.ru/company/muk/blog/272791/,2016-01-11,Muk,Обзор-демонстрация VMware NSX,      Кто желает ознакомится с демо в текстовом виде — под катом расшифровка демонстрации и скриншоты. Дисклеймеры:1. Стенограмма с небольшой редактурой. 2. Просим помнить о разнице в письменной и устной речи.3. Скриншоты в большом размере иначе ничего не разобрать.Коллеги добрый день. Мы начинаем демонстрацию VMware NSX. Итак что бы хотелось сегодня показать. Наша демо-инфраструктура развернута на базе нашего дистрибьютора MUK. Инфраструктура достаточно небольшая — это три сервера серверы есть 
http://habrahabr.ru/company/emc/blog/274245/,2016-01-11,Rigasproutes,GlassRAT: анализ трояна из Китая с помощью RSA Security Analytics и RSA ECAT,      Специалистами RSA Research была обнаружена троянская программа GlassRAT для удаленного администрирования (Remote Administration Tool — RAT) с «нулевым уровнем обнаружения» подписанная сертификатом украденным или полученным от популярного китайского разработчика ПО. Эта вредоносная программа могла избегать обнаружения на протяжении несколько лет. Телеметрия и ограниченные отчеты не выдерживающие никакой критики свидетельствуют что целью GlassRAT являлись китайские граждане связанные с транс
http://habrahabr.ru/company/mosigra/blog/274373/,2016-01-11,Milfgard,@@@ Да вы задолбали своим информационным обществом,      Диск с музыкой. Работает почти как AudioCD. Предположим вы хотите отправить срочное сообщение своему коллеге. Сегодня вы отправляете почту сообщение в соцсети или SMS. Спускаемся ниже по истории. Что было до этого? Факс. Он был аналогом современной электронной почты: сообщение передавалось мгновенно вылезало из устройства и было готово к прочтению. Идём глубже. Факса и телефона теперь тоже нет. Вы отправляете телеграмму. Как раз серьёзные телеграфные узлы были вытеснены с бигбона телефонам
http://habrahabr.ru/post/274805/,2016-01-11,VaalKIA,К вопросу о таймерах в ОСРВ (Выводы),      В кратце опишу содержание статьи:Есть циклический аппаратный счётчик который например считает секунды и есть прерывание по его переполнению. Расширяем диапазон счисления программным способом инкременируя значение другой ячейки в прерывании. Таким образом получаем возможность считать и минуты. Суть проблемы в том что в общем случае одновременно прочитать значение минут и секунд невозможно а при последовательном считывании может произойти прерывание и увеличение минут. Последствия: путешеств
http://habrahabr.ru/company/nixsolutions/blog/273755/,2016-01-11,NIX_Solutions,Почему я так сильно люблю EF, или Фичи, от которых сложно отказаться,      Недавно мы опубликовали статью написанную по результатам посещения конференции DEVIntersection. Предлагаем вашему вниманию ещё одну полезную «выжимку» посвящённую Entity Framework (EF).            Читать дальше →                          
http://habrahabr.ru/post/274803/,2016-01-11,Ingran85,Использование МатАнализа в компьютерных играх (часть 2),      Ключевые слова: Задача о коллекции; Wolfram Alpha; Wolfram Mathematica; числа Стирлинга второго рода; матанализ; теория вероятностей; мат ожидание; медиана; квантиль; компьютерные игры; коллекция вкладышей; функция распределения случайной величины; плотность вероятности ArcheAge.ВведениеКогда остается заполучить только три из ста предметов для того чтобы собрать всю коллекцию (вкладышей жвачек БомБимБома или Турбо или набора тяжелых доспехов для персонажа компьютерной игры) то огонь в глаз
http://habrahabr.ru/post/274801/,2016-01-11,pavel_dolbik,Custom rounded view,      ВведениеВ наше время существует много пользователей на мобильных устройствах которых установлено приложение Instagram. В данном приложении существует замечательная функция – поделится понравившимся изображением. И при выборе пользователя которому мы желаем отправить понравившейся пост мы видим скругленный аватар при клике на который отображается анимация и осуществляется выделение. Реализацию данного элемента мне захотелось повторить.            Читать дальше →                    
http://habrahabr.ru/post/274721/,2016-01-11,mkoloskov,БЭМ одержимость. Последствие параметрического дизайна,      Тысячи часов было инвестировано мной вхолостую. Если верить правилу 10 000 часов то еще не много и я мог бы стать сносным скрипачем ремесленником спортсменом или еще кем-то. Но в разработке и дизайне это не работает. Весь шлак удаляется и часы обнуляются. А число ошибок и скорость изменения настолько велика что мысли о приобретенном опыте можно отбросить.Порог входа в формирование экосистемы для своего проекта или семейства проектов не должен быть таким сумасшедшим и к нему не надо относит
http://habrahabr.ru/post/274719/,2016-01-11,mkoloskov,Параметрический дизайн. Следующие пол шага после Дизайна в браузере,      Дизайн в браузере — Параметрический дизайн — Автоматический дизайнНачну с фразы Григория Бакунова которую большинство выпустили из внимания но я не мог проскочить мимо нее.«Произойдет вытеснение на рынок большого количество специалистов которые в этот раз вместо того чтоб рисовать дизайн будут настраивать средства для построения автоматического дизайна»Это было упомянуто в контексте автоматического дизайна что сразу приковало мое внимание. Детально я пока слабо представляю техническую реал
http://habrahabr.ru/post/274799/,2016-01-11,N_Ikhsanov,Prolog для программистов ч.2,      Публикация первой части (http://habrahabr.ru/post/274603/) вызвала довольно обширную и интересную дискуссию по различным аспектам языка применения ПРОЛОГ.Цель была – показать опытным и не очень программистам что ничего сложного в Прологе нет и каждый может его применять в работе.Почему-то не было вопросов непосредственно по тексту публикации. Буду думать что там все понятно.Приступим к рассмотрению более практических аспектов программирования на языке Пролог.                      Читать да
http://habrahabr.ru/post/274327/,2016-01-11,imanushin,Полезные дополнения к ReSharper,      Всем привет!Как я заметил немало людей использует ReSharper однако полностью игнорируют его расширения (плагины). В этой статье я опишу те из них которые показались мне полезными.Названия расширений кликабельны и ведут на их детальное описание.            Читать про плагины                          
http://habrahabr.ru/company/Voximplant/blog/274739/,2016-01-11,yaroslavb,Перевод: Трагедия common lisp,      Вашему вниманию предлагается перевод письма Марка Миллера одного из участников комитета по стандартизации JavaScript. В этом письме Марк рассказывает к чему может привести “ползучий фичеризм” при дизайне языков программирования. И почему он не хочет добавлять в javascript синтаксис “let-block”.            Почитать что придумал гранд-мастер оправданий                    
http://habrahabr.ru/post/274779/,2016-01-11,ageyev,Работа с цифровыми подписями PGP с использованием Bouncy Castle Cryptography Library на Java,      В данном руководстве мы рассмотрим работу с OpenPGP на Java с использованием библиотеки Bouncy Castle Cryptography Library с ориентацией на использование в веб-разработке.             Читать дальше →                          
http://habrahabr.ru/post/274797/,2016-01-11,BIanF,Векторизация, небольшой баг и семистильный костыль,      Только что я нашёл решение странного бага который преследовал меня целую неделю. Эта небольшая эпопея произвела на меня такое впечатление что я решил поделиться ею с сообществом. Ошибка которую я обнаружил возможно присутствует лишь в моей прошивке и скорее всего никогда вас не затронет. Разве что вы решите делать Cordova/PhoneGap/HTML5 приложение с векторной графикой для Windows Phone 8.1                       Подробности                          
http://habrahabr.ru/post/274791/,2016-01-11,drdimitru,Почему и зачем писать open-source код?,      Под катом интересный опросВозможно заголовок этой статьи покажется Вам не корректным ”Как можно писать open-source код? И что это за код такой?” — спросите Вы. Чем open-source код отличается от “просто-кода”? Open-source проект — это ответственность за качество кода за покрытие его тестами за документацию за своевременные ответы на вопросы и реагирование на bug репорты за обработку pull-request’ов. Ваше поведение и мысли во время написания open-source кода который увидит мир будут другие с
http://habrahabr.ru/post/274789/,2016-01-11,kudarets,Open Source Society University,      Ребята называющие себя Open Source Society взяли и собрали учебный план из бесплатных MOOC курсов для желающих изучить информатику (Computer Science). Всего в программе 50+ курсов в ходе которых можно получить знания о разных аспектах CS. Курсы собраны с таких проектов как: Coursera edX Udacity и т.д. На мой взгляд получилась добротная цепочка на освоение которой в зависимости от интенсивности и уровня подготовки уйдет 1-2 года.                      Читать дальше →                         
http://habrahabr.ru/post/274787/,2016-01-11,hackerquest,С днем рождения, Дональд Кнут,      День Рождения 10 января 78 лет            Читать дальше →                          
http://habrahabr.ru/company/zfort/blog/274785/,2016-01-10,alexzfort,Дайджест интересных материалов из мира веб-разработки и IT за последнюю неделю №193 (3 — 10 января 2016),      Предлагаем вашему вниманию подборку с ссылками на полезные ресурсы интересные материалы и IT-новости            Читать дальше →                          
http://geektimes.ru/company/ibm/blog/268986/,2016-01-11,marks,В IBM Research создали высокотемпературный самовосстанавливающийся гель,      Команда IBM Research из Кремниевой долины США анонсировала новое открытие — самовосстанавливающиеся органогели с уникальными возможностями. Эти гели при охлаждении отвердевают но при повышении температуры возвращаются в исходное состояние. Результаты работы ученых уже опубликованы. Область применения геля достаточно обширная например такого рода вещества можно использовать в промышленности. Гель можно залить в форму охладить а увидев что в полученной отливке есть ошибка можно повторить про
http://geektimes.ru/post/268982/,2016-01-11,walker,Илон Маск: в 2018 Tesla сможет самостоятельно пересекать всю страну,      Думаете что новая функция вызова автопарковки — это здорово? Ну CEO Илон Маск говорит что это только начало. В телефонном разговоре с журналистами сегодня Маск повторил свое предсказание о том что полностью автономные Теслы появятся в течении двух лет отметив что «Summon — это просто маленький шаг к этому».            Читать дальше →                    
http://geektimes.ru/post/268968/,2016-01-11,lozga,Космические аварии и происшествия в 2015 году,      «Во многой мудрости много печали; и кто умножает познания умножает скорбь» — так написано в книге Экклезиаста. Наверняка это писал умудренный жизнью человек но я не соглашусь с этим мнением применительно к космической отрасли. На мой взгляд познание здесь умножает во-первых спокойствие а во-вторых интерес. Понимание почему произошла та или иная авария отучает от попыток делать глобальные выводы в стиле «Х не умеют делать ракеты и вообще бяки». А знакомство с тем как анализировали аварию и 
http://geektimes.ru/company/icover/blog/268956/,2016-01-11,icover,Чехол mJoose усиливающий сигнал смартфона в 100 раз награжден на CES 2016,      Приветствуем наших читателей на страницах блога iCover! Наверняка тем кто любит путешествовать бродить по горным тропкам или же вынуждено болтаться в постоянных командировках между населенными пунктами как никому другому известна проблема слабого сигнала или мертвых зон в сети мобильного оператора. И даже самый современный и навороченный смартфон в такие моменты оказывается ничуть не ценнее пустой банки из под Колы. Эффективным решением проблемы может стать защитный чехол для смартфона mJo
http://geektimes.ru/post/268976/,2016-01-10,marks,70 лет назад на Земле впервые приняли отраженный от Луны радиосигнал,      Современные технологии превосходят мечты и представления о текущем дне наших предков. Люди без проблем общаются друг с другом даже если живут по разные стороны земного шара. NASA планирует пилотируемую экспедицию на Марс ESA — на Луну. В космосе и на других планетах работает довольно много различных аппаратов. С этими аппаратами поддерживается устойчивая связь даже New Horizons передает большое количество информации находясь от Земли в миллиардах километров. В 40-х годах прошлого века все 
http://geektimes.ru/post/268974/,2016-01-10,ababich,Замкнутая Вселенная для домохозяек,      Идея написания заметки возникла после прочтения статьи о замкнутой Вселенной тут. Собственно даже скорее после прочтения одного из комментариев к статье: Пытаться объяснить кому-то что-то через формулы… гиблое дело. Кто может перевести эту статью на уровень домохозяек? Ну что же мои уважаемые Домохозяйки (а так же их мужья и дети) приступим?            Все на кухню!                          
http://geektimes.ru/post/268970/,2016-01-10,jeston,Участники CES 2016 больше всего писали в Facebook Messenger и знакомились в Tinder,      Как известно вчера в Лас-Вегасе завершилась известная выставка потребительской электроники CES-2016 на которой были представлены разнообразные гаджеты начиная от модульного футуристического электрокара Faraday и заканчивая "смартхвостом" управляемым со смартфона. Своеобразные итоги подвела и компания Vector Media предоставлявшая на выставке бесплатный Wi-Fi через специальное анонимное приложение собирающее статистику использования. Среди 170 000 посетителей выставки примерно 1800 согласили
http://geektimes.ru/post/268966/,2016-01-10,marks,OCZ RevoDrive — NVMe SSD со скоростью работы 2,4 ГБ/с,      Технология Solid State Drive постепенно развивается. Объем накопителей увеличивается стоимость $/ГБ постепенно снижается а надежность таких устройств увеличивается. На CES 2016 сразу несколько производителей показали последние достижения в этой сфере. Группа OCZ Technology часть Toshiba Group Company на этой выставке показала новую модель накопителя — RevoDrive 400 NVMe PCI Express SSD. Производительность устройства достаточно велика. Так OCZ использовала технологию NVMe для улучшения пока
http://geektimes.ru/post/268876/,2016-01-10,vovaekb90,Практическое использование ROS на Raspberry Pi — часть 1,      Добрый день уважаемые читатели Хабра!Я начинаю цикл статей о практическом использовании ROS на Raspberry Pi для роботехнических проектов в связке с Arduino. Данный цикл имеет следующую структуру:Установка и настройка рабочего окруженияКомпьютерное зрение с RPi Camera BoardУправление роботом с клавиатуры с помощью teleopУправление роботом с помощью игрового контроллера PS3 DualshockКому интересно прошу под кат.                       Читать дальше →                          
http://geektimes.ru/company/medgadgets/blog/268962/,2016-01-10,Shevev,Необычные способности умных ламп: Luminous умеет различать цвета,      В прошлом году появилось несколько умных ламп с нетипичными способностями. Неожиданной оказалась модель BeON которая обладала встроенным аккумулятором на случай экстренного отключения энергии. Второй ее функцией оказалась «охранная»: модель умела имитировать присутствие хозяев и спасть тем самым от воров. Другая модель — Qube — должна была синхронизироваться с фитнес-трекерами и подавать сигналы о входящих вызовах. И многие справедливо отметили что таких функций от умного освещения по боль
http://geektimes.ru/post/268964/,2016-01-10,marks,Богомолам надели 3D очки для доказательства существования у насекомых стереоскопического зрения,      А где мой попкорн? (фото: Newcastle University)Богомол на анонсной фотографии получил 3D очки причем совершенно бесплатно. При этом насекомому еще и показали 3D фильм (правда не «Аватар»). Сделано это для того чтобы доказать существование стереоскопического зрения у насекомых которое развилось независимо от позвоночных. Да у обезьян котов мышей и даже жаб есть стереоскопическое зрение — это уже давно доказано. У большинства позвоночных именно такой тип зрения. Но насекомые? Как можно опред
http://geektimes.ru/company/ua-hosting/blog/268542/,2016-01-10,Elena_sm,Эльбрус: из прошлого в будущее,      Под гордым названием «Эльбрус» вышла серия суперкомпьютеров которая была разработана советским ученым Всеволодом Сергеевичем Бурцевым (70-80-е). Эти компьютеры внесли ряд новшеств в теорию вычислительных машин такие как суперскалярность (обработку более одной инструкции за один такт) реализацию защищенного программирования с аппаратными типами данных параллельную обработку нескольких инструкций. Но главной особенностью советских суперкомпьютеров была их ориентация на языки высокого уровня.
http://geektimes.ru/post/268960/,2016-01-10,marks,6 лет наблюдения за источниками гамма-излучения во Вселенной: видео от NASA,      Во Вселенной довольно много источников гамма-излучения. Это и взрывающиеся звезды и центры галактик и пульсары и многое другое. Наблюдение за гамма-излучением помогает прояснить природу некоторых объектов а также принципы их функционирования и эволюцию. В то время как человек не может вести непосредственное наблюдение за гамма-излучением ему в этом помогают разного рода приборы. Одним из наиболее известных и мощных инструментов является космический гамма-телескоп Ферми. Это космическая обс
http://geektimes.ru/post/268958/,2016-01-10,marks,SpaceX снова собирается посадить Falcon 9 на морскую платформу,      В конце прошлого года случилось то чего ждали многие — компании SpaceX удалось вернуть первую ступень своей ракеты-носителя Falcon 9 на Землю. Ступень удалось посадить а ее состояние позволяет использовать Falcon 9 вторично. Во всяком случае об этом сообщил Илон Маск. Теперь компания собирается вновь попробовать посадить ракету на морскую платформу. До этого момента SpaceX два раза пробовала сделать это и оба раза — неудачно.Для этого запуска планируется использовать Falcon 9 v 1.1 это пос
http://geektimes.ru/post/268954/,2016-01-10,PapaBubaDiop,Чей треугольник толще,      Публикацию попросили убрать с кастрированного Хабра и перенести сюда что я и делаю.Кроме жанра игры имеют форму. Это как искусство — есть поэмы и даже романы а есть стихотворения. Пушкин например порой по десятку стихов за неделю в Appstore выкладывал. И мы пашем иной раз не хуже гения. Ай да мы с Пушкиным ай да сукины сыны! Одна из игр написанная намедни мне показалась достойной внимания широкой математической общественности которая обожает геометрические головоломки соревнования и самоир
http://geektimes.ru/post/268952/,2016-01-10,ragequit,Sony пытается зарегистрировать определение «Let's Play» в качестве торговой марки,      Компания Sony в очередной раз решила поиграть с огнем иначе решение компании о попытке регистрации выражения «Let's Play» как собственной торговой марки назвать нельзя.Американское подразделение Sony Computer Entertainment пытается зарегистрировать термин «Let's Play» как собственную торговую марку и как следствие получить права на «электронную передачу загрузку видеозаписей игровых процессов через локальные и глобальные сети а также на потоковое аудио визуальные и аудиовизуальные материал
http://geektimes.ru/company/ua-hosting/blog/268950/,2016-01-10,ua-hosting,Научные мифы, которые невозможно развенчать,      Мы постоянно сталкиваемся с подменой реальности ложными убеждениями которые не только приносят массу неудобств обычным людям но и препятствуют развитию науки.В 1997 году врачи из юго-западной Кореи наладили практику ультразвукового обследования для выявления рака щитовидной железы на ранних стадиях. Известия о новой методике быстро распространились и вскоре все врачи в регионе стали предлагать аналогичные услуги. В итоге кампания приобрела общенациональный характер а правительство иницииро
http://geektimes.ru/post/268948/,2016-01-10,walker,Tesla Model S стала по-настоящему автономной,      9 января 2016 года Тесла выпустила обновление (7.1) своей прошивки для моделей Model S и X. Новый апдейт включает всю новую функциональность которую Тесла тестировала последний месяц: улучшения UI новую функцию авторуления ограничения для автопилота. Так же автопроизводитель анонсировал функцию «Summon» которая позволяет передвигаться Model S самостоятельно без человека в машине.            Читать дальше →                    
http://geektimes.ru/post/268944/,2016-01-10,marks,Forbes заставлял читателей убирать блокировщики рекламы, а потом рекламировал malware,      Несколько последних недель известнейший портал Forbes.com не давал читателям знакомиться со своими материалами если на стороне пользователя включен блокировщик рекламы. Так если читатель с AdBlock или uBlock посещал Forbes.com его просили убрать блокировщик. В противном случае ознакомиться с контентом портала просто не было возможности. Иную возможность найти сложно поскольку тот же Google не кэширует данные портала корректно.Но проблема не в рекламе и не в блокировщиках. Как оказалось пос
http://geektimes.ru/post/268942/,2016-01-10,SLY_G,Спросите Итана №42: Светит ли летом Солнце ярче?,      В наиболее горячие моменты сезонов– летом в северном полушарии и зимой в южном- вы наверняка ждёте одного из перечисленных явлений: — тёплые яркие долгие солнечные дни — холодные короткие пасмурные деньки которые лучше всего проводить домаНо отчего эти дни становятся такими? Читатель спрашивает:Мне кажется что летом солнце светит ярче. Но если учесть изменение расстояния от Земли до Солнца в течение года может ли быть реально такая разница в яркости?Без сомнений разница в видимой яркости с
